Employee_ID,Department,Job_Role,Experience_Level,Region,AI_Tool_Used,Daily_AI_Usage_Minutes,Use_Case,Prompt_Complexity,Tasks_Completed_Per_Day,Avg_Task_Time_Before_AI,Avg_Task_Time_After_AI,Productivity_Improvement_%,Revenue_Impact_USD,Cost_Savings_USD,Error_Rate_Reduction_%,Decision_Speed_Improvement_%,Adoption_Level,Satisfaction_Score,Training_Hours,AI_Trust_Level,Date,Month,Quarter
EMP0132,Sales,SDR,Junior,US,Copilot,71.0,Research,Medium,7.3,63.2,40.3,36.23,12393.89,1996.71,29.26,24.77,Medium,8.1,19.1,High,2024-01-01,January,Q1
EMP0133,Sales,SDR,Senior,UK,Copilot,29.2,Customer Support,Low,9.0,42.9,38.0,11.42,11020.86,2907.05,21.21,31.72,High,8.6,6.9,High,2024-08-08,August,Q3
EMP0134,Sales,Business Dev Manager,Senior,India,Gemini,76.2,Research,High,5.8,58.4,39.4,32.53,7905.2,1436.31,28.78,29.71,Low,10.0,8.8,High,2024-06-13,June,Q2
EMP0135,IT,IT Manager,Junior,US,ChatGPT,119.6,Data Analysis,Medium,5.9,58.6,36.1,38.4,8934.13,3565.72,39.76,30.67,Medium,9.0,20.9,Medium,2024-12-11,December,Q4
EMP0136,IT,Data Scientist,Mid,India,ChatGPT,75.2,Research,Medium,6.5,57.7,41.6,27.9,3907.08,3159.97,28.8,18.46,Medium,7.8,11.5,High,2024-03-27,March,Q1
EMP0137,IT,Software Engineer,Mid,India,Claude,87.1,Research,Low,5.6,70.5,51.3,27.23,6564.36,1497.1,34.32,11.34,Medium,7.6,14.8,High,2024-12-05,December,Q4
EMP0138,Operations,Business Analyst,Mid,US,Claude,42.6,Data Analysis,High,6.4,91.2,73.1,19.85,5764.23,2421.16,22.56,33.54,Medium,6.6,12.8,Medium,2024-04-30,April,Q2
EMP0139,Sales,SDR,Mid,India,ChatGPT,51.7,Customer Support,Medium,9.1,44.0,34.5,21.59,8937.06,2285.35,26.23,18.06,Medium,6.7,12.1,Medium,2024-03-16,March,Q1
EMP0140,Marketing,Marketing Manager,Junior,US,ChatGPT,106.6,Content Creation,Medium,8.8,53.1,29.9,43.69,11261.14,2760.78,31.49,30.18,High,8.8,21.0,High,2024-08-31,August,Q3
EMP0141,Sales,Business Dev Manager,Mid,India,ChatGPT,74.4,Content Creation,Medium,9.0,42.3,26.3,37.83,13448.72,2502.4,33.25,36.06,High,8.7,10.9,High,2024-07-31,July,Q3
EMP0142,Marketing,Digital Marketer,Mid,India,Gemini,59.7,Customer Support,Low,7.7,54.8,40.3,26.46,11350.84,3077.65,31.34,17.99,High,7.3,13.9,Medium,2024-12-22,December,Q4
EMP0143,Sales,Sales Analyst,Junior,India,Copilot,94.4,Content Creation,Medium,9.0,73.6,50.9,30.84,9160.88,2110.46,33.76,16.98,Medium,8.1,17.4,Medium,2024-05-04,May,Q2
EMP0144,Finance,FP&A Manager,Senior,India,Claude,23.5,Content Creation,Low,2.8,52.4,48.5,7.44,3600.13,2394.97,14.5,20.31,Low,6.7,1.0,Medium,2024-01-03,January,Q1
EMP0145,IT,Software Engineer,Junior,Europe,ChatGPT,101.2,Coding,High,8.4,72.1,43.7,39.39,5620.76,1899.36,35.66,29.91,Medium,9.4,15.0,High,2024-03-31,March,Q1
EMP0146,IT,Cybersecurity Analyst,Junior,APAC,ChatGPT,111.1,Coding,Medium,7.3,70.3,46.2,34.28,7095.32,4246.1,35.08,26.85,Medium,7.6,14.8,High,2024-10-12,October,Q4
EMP0147,Operations,Process Analyst,Junior,US,ChatGPT,51.9,Research,Low,5.3,64.7,45.6,29.52,7075.65,2387.92,19.73,11.19,Medium,8.1,16.5,High,2024-03-09,March,Q1
EMP0148,Operations,Project Manager,Junior,US,OpenAI API,69.7,Content Creation,Low,5.2,41.9,32.2,23.15,6126.23,2405.44,22.31,13.08,Low,7.4,20.3,Medium,2024-10-13,October,Q4
EMP0149,IT,Cybersecurity Analyst,Mid,UK,Claude,79.9,Data Analysis,Medium,6.4,70.4,47.5,32.53,10625.65,1977.62,30.73,19.7,Medium,8.1,13.3,Medium,2024-11-09,November,Q4
EMP0150,Operations,Business Analyst,Junior,Europe,Claude,64.3,Content Creation,High,8.2,54.0,38.3,29.07,5302.04,4377.93,36.03,39.72,High,7.1,21.3,Medium,2024-08-16,August,Q3
EMP0151,Sales,Account Executive,Junior,India,Gemini,82.6,Content Creation,Low,7.8,46.7,35.2,24.63,8928.29,2163.63,39.05,19.27,Medium,7.8,20.9,Medium,2024-08-18,August,Q3
EMP0152,HR,HR Analyst,Junior,US,ChatGPT,36.3,Data Analysis,High,5.6,66.2,47.6,28.1,2524.28,2946.3,16.5,42.72,High,8.7,15.6,Medium,2024-05-21,May,Q2
EMP0153,Finance,CFO Analyst,Senior,India,OpenAI API,23.5,Content Creation,Low,4.2,57.6,47.7,17.19,6140.04,2716.31,10.81,5.29,Low,5.6,15.9,Medium,2024-05-02,May,Q2
EMP0154,Operations,Supply Chain Analyst,Senior,APAC,Claude,74.7,Data Analysis,Medium,5.5,69.9,52.7,24.61,1860.46,3359.16,30.42,28.23,Medium,7.0,3.9,High,2024-12-31,December,Q4
EMP0155,Marketing,SEO Analyst,Mid,Europe,Gemini,67.9,Research,High,9.9,53.1,38.0,28.44,7670.26,2446.36,33.94,27.68,High,8.3,1.8,Medium,2024-06-20,June,Q2
EMP0156,IT,DevOps Engineer,Senior,US,Copilot,57.4,Coding,High,6.7,69.5,50.5,27.34,8898.92,3143.8,24.62,41.06,High,8.9,1.1,High,2024-03-18,March,Q1
EMP0157,IT,Data Scientist,Mid,APAC,ChatGPT,61.4,Research,Medium,9.1,60.4,44.4,26.49,9580.55,4415.74,27.9,45.61,High,5.8,12.6,High,2024-03-19,March,Q1
EMP0158,Operations,Process Analyst,Mid,Europe,ChatGPT,50.4,Research,High,5.3,44.4,35.9,19.14,3564.24,2934.99,15.08,19.03,Low,7.9,15.8,High,2024-07-27,July,Q3
EMP0159,IT,DevOps Engineer,Mid,US,ChatGPT,88.9,Data Analysis,Medium,8.7,67.3,38.7,42.5,10608.95,3355.47,29.17,40.03,High,10.0,12.2,High,2024-02-01,February,Q1
EMP0160,Finance,FP&A Manager,Senior,India,OpenAI API,30.9,Research,High,5.7,52.2,38.0,27.2,6656.69,4500.46,12.55,40.14,High,8.6,15.7,High,2024-10-26,October,Q4
EMP0161,Marketing,Marketing Manager,Mid,UK,Copilot,106.9,Research,Medium,4.6,51.6,34.2,33.72,5737.14,1532.32,29.39,22.76,Low,9.6,9.4,Medium,2024-01-04,January,Q1
EMP0162,IT,DevOps Engineer,Mid,India,Claude,117.4,Data Analysis,Low,5.9,58.9,44.0,25.3,6512.78,2306.83,38.56,29.53,Medium,6.5,12.3,High,2024-08-02,August,Q3
EMP0163,Marketing,Digital Marketer,Junior,US,Gemini,78.6,Research,Medium,6.7,71.4,53.1,25.63,6550.55,2330.22,36.34,35.72,Medium,7.6,19.6,Medium,2024-04-22,April,Q2
EMP0164,Sales,SDR,Junior,India,Copilot,92.9,Content Creation,Medium,9.2,62.9,45.6,27.5,12708.27,2843.27,32.31,24.65,Medium,7.5,19.1,High,2024-01-15,January,Q1
EMP0165,Sales,Sales Analyst,Junior,US,Copilot,69.5,Research,High,6.6,49.6,36.3,26.81,6556.03,766.38,30.03,33.18,Low,7.9,18.8,High,2024-12-13,December,Q4
EMP0166,Sales,Sales Analyst,Junior,Europe,Gemini,78.0,Customer Support,Low,8.7,31.6,23.8,24.68,8590.11,2331.67,31.5,25.03,Medium,8.8,16.8,High,2024-08-27,August,Q3
EMP0167,Operations,Process Analyst,Mid,India,OpenAI API,83.5,Content Creation,Medium,6.8,52.8,37.4,29.17,4225.69,2095.16,32.09,30.77,Medium,8.0,15.1,High,2024-01-14,January,Q1
EMP0168,IT,IT Manager,Mid,UK,Copilot,105.0,Coding,Medium,5.3,81.5,52.4,35.71,7507.43,1560.25,34.94,19.48,Medium,8.0,4.9,Low,2024-11-25,November,Q4
EMP0169,Operations,Project Manager,Junior,Europe,ChatGPT,95.3,Research,Low,3.3,66.5,51.2,23.01,3292.29,1910.21,23.53,9.33,Low,7.4,18.7,Medium,2024-04-03,April,Q2
EMP0170,Sales,Sales Manager,Mid,US,Copilot,83.9,Content Creation,High,7.4,41.3,29.2,29.3,9796.23,1731.73,31.68,53.38,Medium,8.4,12.0,High,2024-06-16,June,Q2
EMP0171,Finance,FP&A Manager,Senior,UK,OpenAI API,54.1,Research,Medium,5.7,46.8,34.0,27.35,5163.08,3241.8,27.43,32.35,Medium,6.9,10.1,Medium,2024-06-21,June,Q2
EMP0172,Sales,Sales Analyst,Junior,India,Copilot,66.4,Content Creation,Medium,6.5,56.3,45.7,18.83,3824.79,1339.37,26.54,35.46,Low,5.9,20.4,Low,2024-05-09,May,Q2
EMP0173,Marketing,Marketing Manager,Mid,UK,Copilot,104.5,Content Creation,Low,10.6,67.2,43.5,35.27,8480.62,3284.61,37.67,23.3,High,8.8,20.9,Medium,2024-10-03,October,Q4
EMP0174,IT,Software Engineer,Junior,US,Claude,96.6,Coding,Medium,6.7,74.5,51.2,31.28,7682.35,4318.97,35.64,28.11,Medium,9.6,21.8,High,2024-11-28,November,Q4
EMP0175,IT,Software Engineer,Mid,US,Copilot,85.7,Coding,Medium,9.8,73.9,44.0,40.46,9589.99,3793.52,40.17,13.27,High,8.6,9.2,High,2024-05-06,May,Q2
EMP0176,Operations,Process Analyst,Junior,UK,ChatGPT,60.3,Content Creation,High,5.2,42.1,31.0,26.37,4333.34,1435.55,28.66,39.7,Medium,6.6,12.1,Low,2024-03-19,March,Q1
EMP0177,IT,Data Scientist,Junior,India,OpenAI API,95.2,Data Analysis,Low,10.7,68.2,40.0,41.35,9851.45,4807.84,41.39,19.67,High,9.9,19.7,High,2024-12-08,December,Q4
EMP0178,Sales,Sales Manager,Mid,India,Gemini,67.7,Customer Support,Medium,9.9,46.5,29.0,37.63,11291.13,2968.86,38.39,29.51,High,9.1,13.2,High,2024-08-26,August,Q3
EMP0179,Marketing,SEO Analyst,Junior,US,Claude,79.9,Content Creation,Medium,8.6,38.5,25.0,35.06,11051.86,3769.11,32.34,38.09,High,8.5,16.1,High,2024-11-06,November,Q4
EMP0180,IT,Cybersecurity Analyst,Junior,APAC,Copilot,73.4,Coding,Medium,7.8,62.8,42.4,32.48,8197.96,3469.22,25.56,29.66,Medium,6.9,20.5,Medium,2024-06-08,June,Q2
EMP0181,HR,HR Manager,Mid,US,Gemini,46.7,Content Creation,Medium,4.4,51.0,38.8,23.92,2833.82,1348.98,17.44,24.6,Low,7.0,12.3,Medium,2024-06-08,June,Q2
EMP0182,Operations,Business Analyst,Senior,Europe,OpenAI API,40.9,Research,Medium,5.3,73.9,60.7,17.86,2316.68,2204.74,17.51,17.67,Low,7.2,9.3,High,2024-07-22,July,Q3
EMP0183,IT,Data Scientist,Mid,US,Copilot,68.4,Research,Low,9.0,76.0,51.6,32.11,9490.07,4533.82,31.95,26.75,High,8.9,20.1,High,2024-12-19,December,Q4
EMP0184,IT,Data Scientist,Mid,Europe,Copilot,65.6,Research,Medium,7.5,57.5,38.2,33.57,10219.97,4413.92,28.13,32.24,High,7.0,12.6,High,2024-06-03,June,Q2
EMP0185,Marketing,Digital Marketer,Mid,UK,ChatGPT,95.0,Customer Support,Low,9.2,53.4,32.3,39.51,12677.93,4178.13,41.94,19.52,High,7.6,15.5,Medium,2024-01-22,January,Q1
EMP0186,Marketing,SEO Analyst,Mid,Europe,Copilot,94.4,Customer Support,Medium,11.0,28.2,13.9,50.71,12008.97,2997.21,46.52,43.83,High,8.7,10.7,High,2024-07-08,July,Q3
EMP0187,Marketing,Marketing Manager,Junior,India,Claude,79.0,Content Creation,Medium,9.2,59.0,36.6,37.97,11479.16,2622.3,38.27,26.2,High,8.9,16.6,High,2024-08-03,August,Q3
EMP0188,Operations,Project Manager,Junior,APAC,ChatGPT,69.0,Research,Medium,7.6,57.8,40.3,30.28,6268.54,3402.74,30.86,18.86,High,8.2,19.2,High,2024-07-04,July,Q3
EMP0189,Finance,Risk Analyst,Junior,India,Claude,35.4,Data Analysis,High,4.9,52.8,42.1,20.27,4798.17,3658.75,21.23,25.04,Medium,6.8,15.7,Medium,2024-08-10,August,Q3
EMP0190,Finance,FP&A Manager,Junior,APAC,Claude,31.5,Content Creation,Medium,6.7,57.8,47.0,18.69,6543.66,2820.78,19.52,24.59,High,6.1,18.1,Medium,2024-11-29,November,Q4
EMP0191,Marketing,SEO Analyst,Senior,India,Copilot,50.9,Research,Medium,6.6,73.6,51.2,30.43,9281.89,3653.22,25.71,20.01,High,7.6,11.2,High,2024-08-11,August,Q3
EMP0192,IT,Cybersecurity Analyst,Mid,US,Claude,82.4,Data Analysis,High,7.7,58.7,43.1,26.58,10104.23,4219.47,39.48,28.23,Medium,7.2,13.4,Low,2024-05-05,May,Q2
EMP0193,Finance,Financial Analyst,Mid,US,OpenAI API,43.9,Research,Medium,4.6,49.1,39.9,18.74,2515.4,2817.97,23.1,14.64,Low,7.4,10.3,Medium,2024-05-04,May,Q2
EMP0194,Marketing,Brand Manager,Junior,UK,Copilot,100.7,Research,Low,9.9,51.8,34.4,33.59,10978.37,3893.11,38.7,30.23,High,7.9,20.2,Medium,2024-01-15,January,Q1
EMP0195,Marketing,Brand Manager,Mid,India,Claude,99.9,Content Creation,Low,7.5,47.1,33.4,29.09,6650.73,2786.05,23.98,17.25,Medium,7.8,15.6,High,2024-09-06,September,Q3
EMP0196,Sales,Account Executive,Senior,Europe,Copilot,76.3,Content Creation,Low,5.6,47.8,38.1,20.29,8437.14,3809.43,15.97,29.74,Low,9.1,8.9,High,2024-06-23,June,Q2
EMP0197,IT,DevOps Engineer,Junior,India,Claude,71.0,Research,Low,7.8,63.0,46.3,26.51,7955.28,4692.86,30.05,29.43,High,7.0,15.8,Medium,2024-01-06,January,Q1
EMP0198,IT,Cybersecurity Analyst,Junior,UK,OpenAI API,112.4,Coding,Medium,5.0,93.4,64.9,30.51,5536.64,2439.18,28.29,20.47,Low,7.4,13.2,Low,2024-05-03,May,Q2
EMP0199,Sales,Sales Analyst,Mid,US,Copilot,71.0,Research,Low,8.6,71.9,49.5,31.15,6563.12,1984.14,31.74,17.52,Medium,7.1,6.9,Low,2024-05-03,May,Q2
EMP0200,Operations,Project Manager,Junior,US,OpenAI API,44.1,Content Creation,High,6.4,35.2,26.2,25.57,5577.89,4416.8,17.23,43.48,Medium,9.2,16.5,High,2024-09-08,September,Q3
EMP0201,Marketing,Brand Manager,Senior,APAC,ChatGPT,67.4,Content Creation,Medium,8.2,49.0,36.0,26.53,8225.05,2143.53,19.57,27.16,Medium,7.0,1.0,High,2024-05-30,May,Q2
EMP0202,Sales,Account Executive,Junior,UK,Copilot,49.7,Research,Low,7.7,56.7,41.8,26.28,10738.42,2899.79,25.35,23.56,Medium,8.3,23.0,High,2024-05-04,May,Q2
EMP0203,Marketing,SEO Analyst,Junior,India,Claude,101.9,Research,Low,10.0,47.7,30.6,35.85,10319.28,2992.37,37.44,27.18,High,8.5,15.3,High,2024-10-10,October,Q4
EMP0204,Finance,CFO Analyst,Mid,US,OpenAI API,58.8,Research,Medium,4.7,61.6,47.7,22.56,4794.35,1271.11,25.36,14.98,Low,6.1,11.1,Medium,2024-10-08,October,Q4
EMP0205,IT,DevOps Engineer,Mid,US,Claude,110.8,Research,Medium,5.9,59.2,40.5,31.59,9218.13,2652.63,33.35,34.23,Medium,9.0,11.7,Medium,2024-08-20,August,Q3
EMP0206,Marketing,SEO Analyst,Junior,APAC,Claude,99.5,Research,Low,11.7,46.2,30.1,34.85,9500.47,3231.54,37.24,24.91,High,8.4,18.2,High,2024-04-28,April,Q2
EMP0207,Sales,Sales Manager,Senior,UK,Gemini,51.4,Customer Support,Medium,7.2,44.8,32.7,27.01,9466.72,1768.94,29.79,18.15,Medium,6.4,13.5,Medium,2024-06-10,June,Q2
EMP0208,IT,Software Engineer,Junior,US,OpenAI API,92.2,Coding,High,4.5,60.6,42.3,30.2,8264.34,2263.8,28.19,27.67,Low,8.0,22.1,Medium,2024-04-20,April,Q2
EMP0209,Sales,Sales Analyst,Mid,Europe,Copilot,100.8,Research,Medium,10.4,56.4,33.2,41.13,9388.64,2135.55,40.51,33.73,High,8.9,17.0,High,2024-10-28,October,Q4
EMP0210,IT,Cybersecurity Analyst,Mid,US,Claude,102.1,Coding,Medium,2.8,93.1,67.7,27.28,5034.59,2684.89,25.92,25.59,Low,8.7,7.3,High,2024-04-09,April,Q2
EMP0211,Operations,Supply Chain Analyst,Junior,UK,ChatGPT,86.9,Research,Low,8.8,65.3,46.5,28.79,5048.8,3773.49,35.95,16.89,High,7.2,13.9,Medium,2024-04-01,April,Q2
EMP0212,IT,DevOps Engineer,Senior,India,Copilot,61.4,Research,Low,7.9,46.4,32.7,29.53,8667.96,4304.74,21.55,37.11,High,7.6,6.0,High,2024-09-30,September,Q3
EMP0213,HR,Recruiter,Mid,India,Claude,42.8,Content Creation,Low,7.2,59.1,46.1,22.0,3404.57,1866.18,24.09,4.23,Medium,5.9,13.4,Medium,2024-01-28,January,Q1
EMP0214,HR,Compensation Analyst,Mid,Europe,Claude,44.4,Data Analysis,Medium,8.3,41.2,31.5,23.54,1684.13,2312.59,19.72,18.2,High,7.9,8.9,Medium,2024-03-05,March,Q1
EMP0215,Sales,Sales Analyst,Junior,UK,ChatGPT,82.5,Customer Support,Low,6.9,30.3,24.2,20.13,6976.29,1421.22,21.69,20.8,Low,8.5,14.5,Medium,2024-10-20,October,Q4
EMP0216,Sales,SDR,Junior,APAC,Copilot,65.9,Content Creation,Low,8.7,64.1,50.2,21.68,7080.74,2018.07,23.35,31.89,Medium,7.6,21.9,High,2024-08-13,August,Q3
EMP0217,IT,DevOps Engineer,Junior,India,OpenAI API,109.9,Coding,High,9.5,71.6,45.0,37.15,10608.2,2337.64,39.76,40.37,High,7.4,25.1,Medium,2024-05-09,May,Q2
EMP0218,Operations,Project Manager,Mid,Europe,ChatGPT,84.5,Data Analysis,Low,7.9,73.0,51.1,30.0,7583.44,4360.98,41.14,17.14,High,8.4,10.4,Medium,2024-07-24,July,Q3
EMP0219,Sales,Sales Analyst,Mid,Europe,ChatGPT,34.0,Research,Low,12.2,68.7,56.3,18.05,12488.6,2206.67,17.24,36.56,High,7.4,6.7,Medium,2024-11-18,November,Q4
EMP0220,Sales,Sales Manager,Senior,US,ChatGPT,49.5,Customer Support,Low,8.0,40.9,31.8,22.25,12203.8,1509.79,23.11,28.75,Medium,8.4,1.0,Medium,2024-10-15,October,Q4
EMP0221,Sales,SDR,Mid,India,ChatGPT,68.5,Customer Support,Medium,9.0,27.2,18.8,30.88,14548.47,2913.99,33.96,39.71,High,7.2,16.1,Medium,2024-03-01,March,Q1
EMP0222,IT,Cybersecurity Analyst,Senior,US,ChatGPT,88.2,Research,Medium,6.8,74.0,50.3,32.03,9461.53,4234.87,36.7,24.27,High,6.5,10.8,Low,2024-11-01,November,Q4
EMP0223,IT,Cybersecurity Analyst,Senior,India,OpenAI API,53.1,Research,Low,7.2,67.3,42.2,37.3,6866.19,4877.56,25.27,24.87,High,8.6,4.6,High,2024-07-13,July,Q3
EMP0224,Marketing,Brand Manager,Junior,India,Copilot,92.9,Research,Medium,9.7,53.3,30.8,42.21,8595.24,3835.82,40.39,23.75,High,8.2,11.5,High,2024-10-28,October,Q4
EMP0225,Finance,Risk Analyst,Mid,Europe,OpenAI API,78.6,Content Creation,High,6.5,63.9,38.8,39.28,5780.86,3864.39,29.43,21.64,Medium,8.3,5.0,High,2024-11-13,November,Q4
EMP0226,Sales,Sales Manager,Mid,India,Gemini,86.2,Research,Low,10.7,83.7,58.9,29.63,14181.7,2515.74,37.15,10.51,Medium,7.2,7.7,Medium,2024-02-20,February,Q1
EMP0227,Marketing,Content Strategist,Junior,Europe,Gemini,57.0,Research,High,6.6,55.5,41.9,24.5,3864.53,2892.79,19.55,34.85,Low,8.1,22.0,Medium,2024-12-04,December,Q4
EMP0228,Marketing,Marketing Manager,Senior,US,Gemini,76.2,Content Creation,High,6.3,52.8,36.4,31.06,5784.35,1445.41,21.87,18.66,Medium,7.0,8.1,Medium,2024-03-29,March,Q1
EMP0229,IT,Cybersecurity Analyst,Mid,UK,Copilot,93.1,Coding,High,7.1,104.3,68.0,34.8,6952.45,2276.6,35.3,23.67,Medium,6.8,18.0,Medium,2024-01-02,January,Q1
EMP0230,Finance,Risk Analyst,Junior,UK,OpenAI API,83.9,Content Creation,Medium,5.8,57.2,35.8,37.41,4051.49,2797.53,30.68,24.39,Medium,8.6,14.8,High,2024-10-31,October,Q4
EMP0231,Marketing,Brand Manager,Mid,India,Claude,106.6,Content Creation,Low,9.8,68.1,42.2,38.03,11133.56,1542.35,43.98,27.57,High,8.0,15.6,High,2024-04-28,April,Q2
EMP0232,IT,DevOps Engineer,Mid,Europe,Claude,79.4,Research,Low,7.5,44.8,29.3,34.6,5271.0,2600.87,27.42,20.63,Medium,8.4,9.6,High,2024-08-20,August,Q3
EMP0233,IT,Software Engineer,Senior,UK,OpenAI API,97.0,Data Analysis,High,7.5,79.9,43.2,45.93,13780.81,4416.78,42.61,26.66,High,8.0,15.0,High,2024-11-16,November,Q4
EMP0234,Sales,Business Dev Manager,Junior,India,Gemini,96.7,Customer Support,Medium,8.7,32.9,21.3,35.26,9676.04,1509.68,33.66,20.52,Medium,7.3,17.2,Low,2024-08-05,August,Q3
EMP0235,Sales,Sales Manager,Mid,US,Gemini,61.4,Customer Support,Medium,6.2,41.5,32.7,21.2,7696.99,914.8,19.87,19.81,Low,8.0,12.7,High,2024-11-27,November,Q4
EMP0236,Operations,Process Analyst,Senior,US,Claude,19.8,Data Analysis,Medium,7.6,68.8,54.7,20.49,7408.01,5109.08,14.98,10.42,High,6.9,4.0,Medium,2024-02-06,February,Q1
EMP0237,Marketing,Marketing Manager,Junior,US,Gemini,95.5,Research,Medium,8.1,43.3,29.5,31.87,9378.03,2469.94,33.14,22.15,Medium,8.5,22.2,High,2024-10-31,October,Q4
EMP0238,Marketing,Digital Marketer,Senior,APAC,Claude,81.3,Research,High,7.1,41.7,30.3,27.34,10724.37,1407.73,32.06,33.3,Medium,7.2,12.3,Medium,2024-03-04,March,Q1
EMP0239,IT,IT Manager,Junior,Europe,Claude,94.5,Research,Medium,5.2,61.9,40.9,33.93,6405.93,2119.59,32.83,41.54,Medium,8.5,14.7,High,2024-07-25,July,Q3
EMP0240,Marketing,SEO Analyst,Mid,UK,Copilot,63.8,Research,Medium,9.7,43.2,29.2,32.41,11505.81,2451.64,35.44,33.76,High,9.1,9.5,High,2024-02-11,February,Q1
EMP0241,IT,Cybersecurity Analyst,Mid,US,Copilot,82.8,Data Analysis,Medium,7.4,42.8,27.3,36.21,10419.15,3842.31,35.42,20.86,High,8.4,11.1,Medium,2024-06-14,June,Q2
EMP0242,HR,Compensation Analyst,Mid,UK,Claude,65.4,Content Creation,High,1.5,66.2,48.1,27.34,2627.75,1597.03,17.18,24.42,Low,8.7,13.6,High,2024-02-16,February,Q1
EMP0243,Finance,FP&A Manager,Junior,India,Claude,75.4,Content Creation,Medium,3.3,46.3,32.0,30.89,7563.04,3153.3,33.12,29.83,Medium,6.8,18.4,Medium,2024-10-27,October,Q4
EMP0244,Operations,Operations Manager,Junior,India,OpenAI API,61.9,Research,Medium,7.2,65.8,47.3,28.12,5530.41,3018.02,22.18,19.25,Medium,8.3,16.5,Low,2024-10-22,October,Q4
EMP0245,Finance,Financial Analyst,Senior,US,ChatGPT,30.6,Research,High,7.8,50.3,41.6,17.3,7531.02,5017.81,15.62,34.6,High,7.3,8.8,Medium,2024-09-22,September,Q3
EMP0246,IT,IT Manager,Mid,UK,Claude,90.4,Coding,Medium,4.7,90.5,57.8,36.13,8471.63,2524.29,31.66,30.95,Medium,8.0,6.3,Medium,2024-10-26,October,Q4
EMP0247,IT,IT Manager,Senior,Europe,ChatGPT,49.4,Coding,Low,6.7,71.5,54.6,23.64,9794.84,3426.66,27.07,30.97,High,8.2,5.7,High,2024-08-28,August,Q3
EMP0248,Finance,Accountant,Mid,APAC,OpenAI API,39.6,Research,Medium,7.0,47.4,36.5,23.0,7146.83,2399.37,22.83,29.72,Medium,8.1,9.5,High,2024-06-13,June,Q2
EMP0249,Operations,Operations Manager,Junior,Europe,ChatGPT,71.0,Research,Medium,5.1,66.6,48.1,27.78,3765.76,2885.18,28.46,34.83,Medium,7.6,25.2,High,2024-07-29,July,Q3
EMP0250,Finance,Risk Analyst,Mid,US,OpenAI API,44.5,Content Creation,High,9.6,47.9,33.8,29.44,8455.45,4099.3,21.62,39.54,High,8.2,15.7,High,2024-07-24,July,Q3
EMP0251,Marketing,Digital Marketer,Senior,India,ChatGPT,73.6,Research,Medium,7.7,72.0,52.7,26.81,8371.4,2524.65,22.66,14.47,Medium,6.8,6.8,Low,2024-02-15,February,Q1
EMP0252,Marketing,SEO Analyst,Mid,US,Claude,85.3,Research,Medium,8.8,62.6,43.9,29.87,6669.11,2864.21,33.31,33.56,Medium,6.6,19.0,Medium,2024-02-29,February,Q1
EMP0253,Marketing,Brand Manager,Mid,US,ChatGPT,86.5,Customer Support,Medium,11.4,40.0,25.3,36.75,9586.14,2282.47,34.17,35.42,High,8.3,14.5,Medium,2024-10-04,October,Q4
EMP0254,Finance,Risk Analyst,Junior,Europe,OpenAI API,63.8,Data Analysis,Low,6.4,50.2,40.2,19.92,7086.27,3107.8,23.18,5.5,Medium,8.3,21.2,Medium,2024-04-06,April,Q2
EMP0255,IT,Cybersecurity Analyst,Mid,APAC,Claude,86.2,Research,High,9.9,63.0,41.6,33.97,10304.21,3335.31,40.94,32.89,High,8.4,9.7,Medium,2024-09-12,September,Q3
EMP0256,HR,L&D Specialist,Junior,India,ChatGPT,64.7,Content Creation,Medium,4.4,66.0,48.4,26.67,3055.62,1836.65,22.0,15.62,Medium,7.6,21.7,Medium,2024-05-16,May,Q2
EMP0257,Finance,CFO Analyst,Senior,India,ChatGPT,35.0,Research,Low,7.3,65.8,52.3,20.52,7573.17,4014.14,21.97,24.64,High,6.5,8.3,High,2024-08-12,August,Q3
EMP0258,HR,L&D Specialist,Mid,Europe,ChatGPT,43.5,Content Creation,Medium,4.9,66.2,56.4,14.8,2895.21,1015.75,23.49,31.49,Medium,7.1,8.5,Low,2024-11-18,November,Q4
EMP0259,Sales,Business Dev Manager,Junior,UK,ChatGPT,67.5,Research,Medium,5.1,58.4,42.8,26.71,6646.65,1798.11,22.48,20.21,Low,8.1,17.5,Medium,2024-03-22,March,Q1
EMP0260,IT,DevOps Engineer,Junior,UK,Copilot,92.2,Research,High,7.7,63.3,34.4,45.66,8412.48,3451.83,43.76,39.91,High,8.2,13.6,High,2024-07-27,July,Q3
EMP0261,Marketing,Marketing Manager,Junior,India,Gemini,79.4,Content Creation,Medium,8.1,43.2,25.7,40.51,9590.84,3433.53,40.0,22.39,High,8.4,20.1,High,2024-08-24,August,Q3
EMP0262,HR,HR Manager,Mid,US,Gemini,57.6,Content Creation,Low,5.3,48.6,37.1,23.66,3333.04,2826.81,24.96,29.22,Medium,6.5,11.8,Medium,2024-09-12,September,Q3
EMP0263,Sales,SDR,Junior,India,Gemini,67.1,Research,Medium,10.7,64.6,44.4,31.27,9444.65,2642.05,32.18,32.65,High,8.5,24.0,High,2024-05-19,May,Q2
EMP0264,Marketing,Brand Manager,Junior,APAC,Copilot,83.1,Research,Medium,5.9,78.2,49.0,37.34,9595.04,3751.02,41.54,36.93,High,8.1,22.3,High,2024-05-04,May,Q2
EMP0265,IT,IT Manager,Senior,US,OpenAI API,74.3,Data Analysis,High,7.4,56.1,32.5,42.07,7433.16,3913.9,37.26,30.12,High,8.0,10.0,High,2024-04-07,April,Q2
